-2.540960013866424561e-01,5.898018926382064819e-02,-2.455522865056991577e-01,1.709459275007247925e-01,-3.078179061412811279e-01,-2.183666676282882690e-01,2.783056721091270447e-02,-1.642091423273086548e-01,-4.568687826395034790e-02,1.790134795010089874e-02,1.837155371904373169e-01,1.736518293619155884e-01,-7.459768094122409821e-03,1.241781935095787048e-01,-1.183795556426048279e-01,-1.587851345539093018e-01,-2.874820232391357422e-01,3.325764834880828857e-02,-1.920597814023494720e-02,1.822081357240676880e-01,7.282923907041549683e-02,-2.854557931423187256e-01,-8.555725961923599243e-02,3.011714220046997070e-01,-2.380741238594055176e-01,8.192502707242965698e-02,2.361969649791717529e-01,1.676716953516006470e-01,2.349114120006561279e-01,-1.443523764610290527e-01,1.199740469455718994e-01,1.067893952131271362e-01
-9.124734252691268921e-02,-1.153482869267463684e-01,-2.426006346940994263e-01,-1.622671931982040405e-01,-1.480021178722381592e-01,1.946548074483871460e-01,-1.197538524866104126e-01,-2.850115597248077393e-01,-1.950690299272537231e-01,1.829979382455348969e-02,3.027201294898986816e-01,-5.043765902519226074e-02,-1.551094651222229004e-01,3.550332784652709961e-02,2.002776116132736206e-01,-8.399005979299545288e-02,-1.065748110413551331e-01,-2.826543748378753662e-01,8.893240243196487427e-02,3.412592783570289612e-02,1.226611807942390442e-01,2.248095124959945679e-01,3.385392948985099792e-02,-3.234209120273590088e-01,-3.786136507987976074e-01,-4.720368888229131699e-03,1.378478407859802246e-01,-1.998115628957748413e-01,-1.561192274093627930e-01,3.044360131025314331e-02,-1.729848384857177734e-01,5.984565615653991699e-02
-7.968640327453613281e-02,-8.749520033597946167e-02,4.453681875020265579e-03,-3.154642283916473389e-01,-3.213958442211151123e-01,2.449522316455841064e-01,3.171569705009460449e-01,-1.514221578836441040e-01,2.495157867670059204e-01,1.829788833856582642e-01,1.445327103137969971e-01,2.893581390380859375e-01,-1.376292854547500610e-01,-1.458588838577270508e-01,-4.188913851976394653e-02,-2.276412397623062134e-01,-4.418738931417465210e-02,-1.684718579053878784e-01,6.152176763862371445e-03,-4.577415820676833391e-04,2.525048553943634033e-01,-1.204332560300827026e-01,-2.893399596214294434e-01,4.456219263374805450e-03,-1.431880891323089600e-01,-1.021576449275016785e-01,-4.721337929368019104e-02,-1.753128021955490112e-01,-1.625846922397613525e-01,-8.788061328232288361e-03,8.821100741624832153e-02,1.221690624952316284e-01
7.854618877172470093e-02,1.136649772524833679e-01,6.398767977952957153e-02,3.152818679809570312e-01,1.113328710198402405e-01,-2.632893025875091553e-01,-9.377123415470123291e-02,-1.414158195257186890e-01,1.507846117019653320e-01,-2.820321545004844666e-02,-3.344064652919769287e-01,-1.235338076949119568e-01,1.669597029685974121e-01,1.712940633296966553e-01,-2.702128589153289795e-01,-1.606232225894927979e-01,1.110702942241914570e-04,-3.614630177617073059e-02,-2.055783942341804504e-02,-4.657689332962036133e-01,6.814717501401901245e-02,-5.664645135402679443e-02,8.741865865886211395e-03,1.179097816348075867e-01,-9.798417985439300537e-02,1.324355453252792358e-01,1.653605848550796509e-01,9.810166060924530029e-02,-1.353392098098993301e-02,-3.029938340187072754e-01,1.890251487493515015e-01,1.671085357666015625e-01
2.571792900562286377e-01,5.782883986830711365e-02,-5.065398663282394409e-02,-9.489498101174831390e-03,1.831219494342803955e-01,-1.914303153753280640e-01,-1.881360411643981934e-01,-2.409665584564208984e-01,-4.024968296289443970e-02,-1.492054015398025513e-01,3.244800269603729248e-01,-1.928531192243099213e-02,-1.892243176698684692e-01,2.210499197244644165e-01,1.294265985488891602e-01,-2.022717595100402832e-01,1.501865983009338379e-01,4.534292817115783691e-01,-1.945187300443649292e-01,5.042004585266113281e-02,-1.065050065517425537e-01,-1.024774741381406784e-02,1.715693622827529907e-02,-8.633875101804733276e-02,3.318620324134826660e-01,9.098414331674575806e-02,3.714684629812836647e-03,2.502945251762866974e-02,7.261400669813156128e-02,-2.410479784011840820e-01,-1.321696937084197998e-01,-6.867654621601104736e-02
-2.201222777366638184e-01,-1.364079117774963379e-01,-2.607364654541015625e-01,1.412390411132946610e-04,-1.891166269779205322e-01,-1.369438469409942627e-01,-8.538404852151870728e-02,-1.899771243333816528e-01,-5.256092548370361328e-02,3.395686745643615723e-01,1.154785454273223877e-01,2.248642295598983765e-01,5.427179113030433655e-02,-4.652704298496246338e-02,8.524237573146820068e-02,-8.386331051588058472e-02,-2.863067686557769775e-01,5.134683102369308472e-02,2.595406211912631989e-02,-6.521348655223846436e-02,3.313332498073577881e-01,-9.431254118680953979e-02,-2.071336060762405396e-01,-7.922323048114776611e-02,-1.577456742525100708e-01,2.974607646465301514e-01,1.108693480491638184e-01,-1.762764155864715576e-01,3.082246482372283936e-01,-6.105068698525428772e-02,4.561895132064819336e-02,2.252607643604278564e-01
4.727836698293685913e-02,2.194684557616710663e-02,6.636131554841995239e-02,-2.186990231275558472e-01,-2.325381338596343994e-01,3.163393139839172363e-01,3.170872330665588379e-01,-1.230780705809593201e-01,-2.658375203609466553e-01,2.015101909637451172e-01,-1.114344131201505661e-02,-7.225082069635391235e-02,-1.077147126197814941e-01,-3.143315389752388000e-02,-7.796214427798986435e-03,2.038085013628005981e-01,-2.682370245456695557e-01,-1.841042041778564453e-01,5.058616865426301956e-03,-7.588429749011993408e-02,2.168602347373962402e-01,-3.195403516292572021e-01,-2.943814396858215332e-01,9.675493836402893066e-02,3.737232089042663574e-02,8.370598405599594116e-02,2.008983343839645386e-01,-1.982009410858154297e-01,-7.676142267882823944e-04,-3.621930629014968872e-02,-3.280197083950042725e-02,2.391279935836791992e-01
1.631594300270080566e-01,1.375456899404525757e-01,2.436596453189849854e-01,9.048577398061752319e-02,-6.748881936073303223e-02,-7.693517208099365234e-02,1.345859020948410034e-01,5.418451502919197083e-02,-1.289564073085784912e-01,-1.587142348289489746e-01,1.921834051609039307e-01,-4.173069074749946594e-02,-9.187836199998855591e-02,1.381612122058868408e-01,2.241260707378387451e-01,-7.144550234079360962e-02,-2.135513871908187866e-01,1.253012269735336304e-01,-4.413655996322631836e-01,-6.653404980897903442e-02,-1.219674944877624512e-01,-1.482394337654113770e-01,1.269288174808025360e-02,-8.741109073162078857e-02,4.109818339347839355e-01,2.881153486669063568e-02,7.012586295604705811e-02,-3.458708524703979492e-01,-5.032158643007278442e-02,2.921513617038726807e-01,-6.596706062555313110e-02,1.766105368733406067e-02
8.813320845365524292e-02,-2.093696594238281250e-01,-7.570905983448028564e-02,-1.837156414985656738e-01,-2.124985158443450928e-01,1.268756389617919922e-01,1.716551780700683594e-01,-1.707094255834817886e-03,-1.796146333217620850e-01,2.696746289730072021e-01,-6.609679013490676880e-02,-1.147049739956855774e-01,1.550225019454956055e-01,-7.194317877292633057e-02,1.256712824106216431e-01,2.161645591259002686e-01,-2.858763635158538818e-01,-9.810357540845870972e-02,-1.597357988357543945e-01,8.810880780220031738e-02,2.125501036643981934e-01,1.070805918425321579e-02,-8.523478358983993530e-02,-7.808676362037658691e-02,5.249001458287239075e-02,2.861656546592712402e-01,3.313270509243011475e-01,-3.546716272830963135e-01,2.885572612285614014e-01,-1.299451738595962524e-01,-1.652414724230766296e-02,5.436093080788850784e-03
4.535390436649322510e-01,-1.045971587300300598e-01,1.180005595088005066e-01,-2.089186757802963257e-01,6.225728616118431091e-02,3.932544961571693420e-03,-2.054490149021148682e-02,1.659688651561737061e-01,-5.440181121230125427e-02,-2.174429893493652344e-01,-1.714837253093719482e-01,2.180178761482238770e-01,-2.070629447698593140e-01,-1.378353238105773926e-01,1.529116779565811157e-01,7.870116084814071655e-02,-1.680604815483093262e-01,9.667069651186466217e-03,-2.206624299287796021e-01,-1.772123277187347412e-01,1.622307673096656799e-02,-2.349819242954254150e-01,8.917576819658279419e-02,-2.943657040596008301e-01,-1.274823397397994995e-01,4.492271319031715393e-02,-2.676827907562255859e-01,-8.805536478757858276e-02,4.826718196272850037e-02,1.402237862348556519e-01,-3.096004128456115723e-01,-3.553815558552742004e-02
